family,field,live_type,live_ignore_above,expected_via,expected_type,classification,emit_sites,dashboard_refs
logs,available_skills,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/read_skill.py:98,
logs,avg_relevance_score,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1862,
logs,bad_segment,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/executor.py:212,
logs,baseline_cost_usd,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/pipeline_handlers.py:196 | src/personal_agent/insights/engine.py:138 | src/personal_agent/insights/engine.py:583 | src/personal_agent/insights/engine.py:591,
logs,batch_max_events,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/consumers/freshness_consumer.py:55 | src/personal_agent/events/consumers/freshness_consumer.py:93 | src/personal_agent/service/app.py:768,
logs,batch_window_seconds,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/consumers/freshness_consumer.py:55 | src/personal_agent/events/consumers/freshness_consumer.py:92 | src/personal_agent/service/app.py:767,
logs,before,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/models.py:552 | src/personal_agent/events/models.py:559 | src/personal_agent/config/settings.py:125 | src/personal_agent/config/settings.py:385 | src/personal_agent/captains_log/models.py:195 | src/personal_agent/captains_log/capture.py:82,
logs,before_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/proactive.py:235,
logs,blocked_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:3345,
logs,bodies_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:2318,
logs,body_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/read_skill.py:106,
logs,bucket,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/storage/artifact_store.py:215 | src/personal_agent/storage/artifact_store.py:248 | src/personal_agent/storage/artifact_store.py:271 | src/personal_agent/storage/artifact_store.py:321 | src/personal_agent/storage/artifact_store.py:353 | src/personal_agent/tools/__init__.py:120,
logs,buckets,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/observability/joinability/walk.py:616 | src/personal_agent/observability/joinability/status.py:126 | src/personal_agent/observability/joinability/status.py:136 | src/personal_agent/telemetry/queries.py:178 | src/personal_agent/telemetry/queries.py:383 | src/personal_agent/telemetry/queries.py:387,
logs,budget,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:228 | src/personal_agent/service/app.py:250 | src/personal_agent/service/app.py:1574 | src/personal_agent/service/app.py:1595 | src/personal_agent/request_gateway/governance.py:42 | src/personal_agent/request_gateway/governance.py:48,
logs,budget_role,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/llm_client/litellm_client.py:497 | src/personal_agent/llm_client/telemetry.py:81 | src/personal_agent/llm_client/factory.py:107 | src/personal_agent/llm_client/factory.py:150 | src/personal_agent/llm_client/litellm_client.py:477,
logs,budget_trimmed,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/request_gateway/pipeline.py:204,
logs,buffer_size,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/consumers/freshness_consumer.py:130 | src/personal_agent/service/app.py:566 | src/personal_agent/brainstem/__init__.py:85 | src/personal_agent/brainstem/sensors/metrics_daemon.py:86,
logs,bus_type,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/events/bus.py:122 | src/personal_agent/service/app.py:607 | src/personal_agent/service/app.py:933,
logs,bytes_in,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/tool_result_digest.py:134 | src/personal_agent/telemetry/tool_result_digest.py:151 | src/personal_agent/orchestrator/tool_result_digest.py:624,
logs,bytes_written,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/write.py:138 | src/personal_agent/tools/primitives/write.py:247 | src/personal_agent/tools/primitives/write.py:238,
logs,cache_creation_input_tokens,long,,explicit,long,✅ aligned (explicit),src/personal_agent/llm_client/litellm_client.py:556 | src/personal_agent/llm_client/litellm_client.py:560 | src/personal_agent/llm_client/litellm_client.py:627 | src/personal_agent/llm_client/litellm_client.py:651 | src/personal_agent/llm_client/litellm_client.py:673 | src/personal_agent/llm_client/cost_tracker.py:195,
logs,cache_read_input_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/litellm_client.py:555 | src/personal_agent/llm_client/litellm_client.py:558 | src/personal_agent/llm_client/litellm_client.py:569 | src/personal_agent/llm_client/litellm_client.py:570 | src/personal_agent/llm_client/litellm_client.py:626 | src/personal_agent/llm_client/litellm_client.py:650,
logs,cache_read_tokens,long,,explicit,long,✅ aligned (explicit),src/personal_agent/llm_client/telemetry.py:140 | src/personal_agent/llm_client/litellm_client.py:669 | src/personal_agent/llm_client/client.py:528,prompt-cost-cache.ndjson:Prompt: Per-callsite token/cost breakdown
logs,cache_updated,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/brainstem/sensors/AGENTS.md:246 | src/personal_agent/brainstem/sensors/sensors.py:138,
logs,cache_write_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,calibration_threshold,long,,es-default,long,⚠️ TRAP float→long (0.0 first-seen),src/personal_agent/brainstem/consumers/mode_controller.py:150,
logs,candidate_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/protocol_adapter.py:308 | src/personal_agent/memory/reranker.py:129 | src/personal_agent/memory/reranker.py:143 | src/personal_agent/orchestrator/tool_result_digest.py:591,
logs,candidates,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:206 | src/personal_agent/memory/protocol_adapter.py:265 | src/personal_agent/memory/protocol_adapter.py:288 | src/personal_agent/memory/protocol_adapter.py:315 | src/personal_agent/memory/proactive.py:242 | src/personal_agent/request_gateway/recall_controller.py:199,
logs,candidates_considered,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/recall.py:249,
logs,candidates_found,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/request_gateway/recall_controller.py:213,
logs,canonical_name,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/memory/dedup.py:88 | src/personal_agent/memory/dedup.py:102 | src/personal_agent/memory/dedup.py:107 | src/personal_agent/memory/service.py:692,
logs,cap,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:1124 | src/personal_agent/second_brain/session_summary.py:201 | src/personal_agent/second_brain/entity_extraction.py:377 | src/personal_agent/second_brain/consolidator.py:453 | src/personal_agent/events/consumer.py:197 | src/personal_agent/llm_client/litellm_client.py:145,
logs,cap_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/cost_gate/gate.py:227,
logs,caps,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:474 | src/personal_agent/cost_gate/policy.py:79 | src/personal_agent/cost_gate/gate.py:148,
logs,capture_num,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:140 | src/personal_agent/second_brain/consolidator.py:146 | src/personal_agent/second_brain/consolidator.py:154 | src/personal_agent/second_brain/consolidator.py:160 | src/personal_agent/second_brain/consolidator.py:177 | src/personal_agent/second_brain/consolidator.py:185,
logs,captures_processed,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:105 | src/personal_agent/second_brain/consolidator.py:212 | src/personal_agent/brainstem/scheduler.py:377 | src/personal_agent/brainstem/scheduler.py:415 | src/personal_agent/events/pipeline_handlers.py:99 | src/personal_agent/events/consumers/error_monitor.py:47,
logs,captures_skipped,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:106 | src/personal_agent/second_brain/consolidator.py:213,
logs,categories,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/prompts.py:83 | src/personal_agent/tools/web.py:81 | src/personal_agent/tools/web.py:208 | src/personal_agent/orchestrator/prompts.py:55 | src/personal_agent/tools/web.py:64 | src/personal_agent/tools/web.py:200,
logs,category,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:774 | src/personal_agent/insights/engine.py:839 | src/personal_agent/mcp/governance.py:123 | src/personal_agent/mcp/governance.py:153 | src/personal_agent/transport/agui/adapter.py:158 | src/personal_agent/captains_log/recall.py:118,
logs,cdn_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/artifact_tools.py:956,
logs,cdn_hits,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,certs_url,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/cf_access_jwt.py:149,
logs,channel,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/ui/service_cli.py:80 | src/personal_agent/gateway/session_api.py:444 | src/personal_agent/observability/route_trace/assembler.py:212 | src/personal_agent/observability/route_trace/ledger.py:342 | src/personal_agent/ui/service_client.py:121 | src/personal_agent/service/app.py:194,
logs,char_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/session_summary.py:234 | src/personal_agent/request_gateway/state_document.py:82,
logs,checkpoint_captures,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/backfill.py:208,
logs,checkpoint_reflections,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/backfill.py:209,
logs,citation_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/perplexity.py:178,
logs,city,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:545 | src/personal_agent/tools/location.py:90 | src/personal_agent/telemetry/context_quality.py:312 | src/personal_agent/tools/location.py:96 | src/personal_agent/tools/location.py:107 | src/personal_agent/tools/location.py:151,
logs,clustered_entity_rate,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:321 | src/personal_agent/second_brain/quality_monitor.py:330,
logs,clusters_emitted,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/error_monitor.py:130,
logs,clusters_found,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/error_monitor.py:129,
logs,combined_len,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/bash.py:522,
logs,command,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/tool_result_digest.py:206 | src/personal_agent/tools/executor.py:194 | src/personal_agent/tools/primitives/bash.py:86 | src/personal_agent/tools/primitives/bash.py:415 | src/personal_agent/tools/primitives/bash.py:422 | src/personal_agent/tools/primitives/bash.py:468,
logs,commit_path,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/artifact_tools.py:475 | src/personal_agent/tools/artifact_tools.py:953 | src/personal_agent/tools/artifact_tools.py:1512,
logs,completion_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/entity_extraction.py:297 | src/personal_agent/orchestrator/executor.py:1471 | src/personal_agent/orchestrator/executor.py:2686 | src/personal_agent/orchestrator/executor.py:2721 | src/personal_agent/tools/artifact_tools.py:1457 | src/personal_agent/llm_client/litellm_client.py:550,
logs,complexity,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/observability/route_trace/ledger.py:336 | src/personal_agent/request_gateway/intent.py:255 | src/personal_agent/request_gateway/intent.py:268 | src/personal_agent/request_gateway/intent.py:283 | src/personal_agent/request_gateway/intent.py:296 | src/personal_agent/request_gateway/intent.py:309,
logs,component,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/cli.py:86 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:155 | src/personal_agent/ui/cli.py:160 | src/personal_agent/telemetry/error_monitor.py:167 | src/personal_agent/telemetry/metrics.py:494,
logs,compressible_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,confidence,float,,explicit,float,✅ aligned (explicit),src/personal_agent/orchestrator/prompts.py:28 | src/personal_agent/orchestrator/routing.py:57 | src/personal_agent/orchestrator/routing.py:64 | src/personal_agent/insights/engine.py:1129 | src/personal_agent/events/pipeline_handlers.py:170 | src/personal_agent/events/pipeline_handlers.py:198,insights_engine.ndjson:Confidence trend | intent_classification.ndjson:Confidence score distribution
logs,config_dir,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/config/governance_loader.py:81,
logs,config_path,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:198 | src/personal_agent/service/app.py:1221 | src/personal_agent/service/app.py:1232 | src/personal_agent/service/app.py:1531 | src/personal_agent/service/repositories/session_repository.py:72 | src/personal_agent/config/model_loader.py:34,
